Customer_ID,Password,Name,Age,Tenure,Income,Claims,Current_Plan,Subscription_Status
C1928,password,User 929,57,7,22336,8,Basic Plan,Inactive
C1929,password,User 930,21,35,82032,5,Standard Plan,Inactive
C1930,password,User 931,42,29,95415,7,Premium Plan,Inactive
C1931,password,User 932,20,22,117852,6,Premium Plan,Active
C1932,password,User 933,49,13,118876,1,Standard Plan,Active
C1933,password,User 934,20,13,27521,2,Standard Plan,Active
C1934,password,User 935,44,1,91707,0,Basic Plan,Inactive
C1935,password,User 936,46,36,43481,8,Standard Plan,Active
C1936,password,User 937,49,4,38474,6,Standard Plan,Active
C1937,password,User 938,67,37,66760,0,Standard Plan,Inactive
C1938,password,User 939,68,13,75718,2,Basic Plan,Inactive
C1939,password,User 940,36,38,64629,3,Standard Plan,Active
C1940,password,User 941,38,24,65232,3,Standard Plan,Inactive
C1941,password,User 942,22,19,106544,4,Basic Plan,Inactive
C1942,password,User 943,35,1,87169,2,Standard Plan,Inactive
C1943,password,User 944,45,38,70669,2,Standard Plan,Inactive
C1944,password,User 945,59,5,98021,0,Basic Plan,Active
C1945,password,User 946,39,16,89184,6,Premium Plan,Inactive
C1946,password,User 947,38,24,67945,9,Basic Plan,Active
C1947,password,User 948,23,27,33140,0,Standard Plan,Active
C1948,password,User 949,18,1,103457,1,Standard Plan,Active
C1949,password,User 950,22,34,34357,3,Standard Plan,Active
C1950,password,User 951,58,36,88673,3,Basic Plan,Inactive
C1951,password,User 952,29,4,85633,4,Standard Plan,Inactive
C1952,password,User 953,43,0,96943,1,Standard Plan,Inactive
C1953,password,User 954,63,39,116111,3,Basic Plan,Active
C1954,password,User 955,51,11,98258,0,Premium Plan,Active
C1955,password,User 956,66,35,32924,1,Premium Plan,Active
C1956,password,User 957,31,22,89286,0,Standard Plan,Inactive
C1957,password,User 958,43,30,113269,9,Basic Plan,Active
C1958,password,User 959,62,10,94071,9,Standard Plan,Inactive
C1959,password,User 960,44,9,77326,3,Basic Plan,Inactive
C1960,password,User 961,26,2,110023,3,Basic Plan,Inactive
C1961,password,User 962,43,13,50651,6,Premium Plan,Inactive
C1962,password,User 963,64,15,90202,9,Premium Plan,Active
C1963,password,User 964,39,9,68777,8,Basic Plan,Inactive
C1964,password,User 965,64,28,36994,8,Standard Plan,Active
C1965,password,User 966,47,9,87263,4,Premium Plan,Inactive
C1966,password,User 967,60,11,79634,9,Standard Plan,Active
C1967,password,User 968,65,29,30800,0,Premium Plan,Active
C1968,password,User 969,34,0,57823,0,Premium Plan,Inactive
C1969,password,User 970,43,4,83878,5,Standard Plan,Inactive
C1970,password,User 971,53,19,38708,1,Premium Plan,Inactive
C1971,password,User 972,18,7,32819,7,Premium Plan,Active
C1972,password,User 973,25,11,94905,8,Standard Plan,Inactive
C1973,password,User 974,66,0,83870,3,Premium Plan,Inactive
C1974,password,User 975,52,19,29283,4,Premium Plan,Active
C1975,password,User 976,69,27,50573,7,Premium Plan,Inactive
C1976,password,User 977,32,36,98707,2,Standard Plan,Active
C1977,password,User 978,64,36,50933,4,Basic Plan,Inactive
C1978,password,User 979,39,11,25774,2,Standard Plan,Active
C1979,password,User 980,31,36,92055,9,Basic Plan,Active
C1980,password,User 981,43,27,30983,2,Premium Plan,Inactive
C1981,password,User 982,45,14,116468,2,Basic Plan,Active
C1982,password,User 983,40,5,116334,6,Standard Plan,Inactive
C1983,password,User 984,31,19,38133,6,Standard Plan,Inactive
C1984,password,User 985,41,13,34939,6,Premium Plan,Active
C1985,password,User 986,19,1,20781,9,Basic Plan,Inactive
C1986,password,User 987,62,8,76700,7,Premium Plan,Active
C1987,password,User 988,43,36,47624,4,Premium Plan,Active
C1988,password,User 989,31,19,26823,4,Standard Plan,Active
C1989,password,User 990,68,25,38489,3,Basic Plan,Active
C1990,password,User 991,24,28,59961,6,Basic Plan,Active
C1991,password,User 992,20,0,49118,9,Basic Plan,Active
C1992,password,User 993,64,34,101816,3,Basic Plan,Active
C1993,password,User 994,40,5,42263,1,Premium Plan,Active
C1994,password,User 995,63,36,33565,3,Premium Plan,Inactive
C1995,password,User 996,60,4,40354,7,Standard Plan,Inactive
C1996,password,User 997,64,32,62951,8,Premium Plan,Active
C1997,password,User 998,62,13,111179,2,Premium Plan,Inactive
C1998,password,User 999,35,11,43648,6,Standard Plan,Inactive
C1999,password,User 1000,55,19,70729,8,Standard Plan,Inactive
